# normalized display name	exact unenchanted UniqueName
# Generated from formatted-items.txt; used for market_history demand lookups.
# entries=5092
"tame" caerleon cottontail	T8_FARM_RABBIT_EASTER_GROWN_DARK
iron campaign chest: caerleon	UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_CAERLEON_01
iron campaign chest: fort sterling	UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_MOUNTAIN_01
iron campaign chest: lymhurst	UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_FOREST_01
iron campaign chest: martlock	UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_HIGHLAND_01
iron campaign chest: thetford	UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_SWAMP_01
iron ore	T4_ORE
iron ore sample	T4_FURNITUREITEM_TROPHY_ORE
ironjaw hyena	SKIN_DIREWOLF_HYENA_TELLAFRIEND
jack o' donkey	SKIN_DONKEY_HALLOWEEN
jade guardian	SKIN_COUGAR_JADE_GUARDIAN
jester costume	UNIQUE_ARMOR_VANITY_JESTER
jester horse	SKIN_HORSE_JESTER_TELLAFRIEND
jester mask	UNIQUE_HEAD_VANITY_JESTER
jester shoes	UNIQUE_SHOES_VANITY_JESTER
journeyman blacksmith contract	T3_LABOURER_CONTRACT_WARRIOR
journeyman blacksmith's journal (empty)	T3_JOURNAL_WARRIOR_EMPTY
journeyman blacksmith's journal (full)	T3_JOURNAL_WARRIOR_FULL
journeyman blacksmith's journal (partially full)	T3_JOURNAL_WARRIOR
journeyman cropper contract	T3_LABOURER_CONTRACT_FIBER
journeyman cropper's journal (empty)	T3_JOURNAL_FIBER_EMPTY
journeyman cropper's journal (full)	T3_JOURNAL_FIBER_FULL
journeyman cropper's journal (partially full)	T3_JOURNAL_FIBER
journeyman cropper's trophy journal (empty)	T3_JOURNAL_TROPHY_FIBER_EMPTY
journeyman cropper's trophy journal (full)	T3_JOURNAL_TROPHY_FIBER_FULL
journeyman cropper's trophy journal (partially full)	T3_JOURNAL_TROPHY_FIBER
journeyman fisherman contract	T3_LABOURER_CONTRACT_FISHERMAN
journeyman fisherman's journal (empty)	T3_JOURNAL_FISHING_EMPTY
journeyman fisherman's journal (full)	T3_JOURNAL_FISHING_FULL
journeyman fisherman's journal (partially full)	T3_JOURNAL_FISHING
journeyman fisherman's trophy journal (empty)	T3_JOURNAL_TROPHY_FISHING_EMPTY
journeyman fisherman's trophy journal (full)	T3_JOURNAL_TROPHY_FISHING_FULL
journeyman fisherman's trophy journal (partially full)	T3_JOURNAL_TROPHY_FISHING
journeyman fletcher contract	T3_LABOURER_CONTRACT_HUNTER
journeyman fletcher's journal (empty)	T3_JOURNAL_HUNTER_EMPTY
journeyman fletcher's journal (full)	T3_JOURNAL_HUNTER_FULL
journeyman fletcher's journal (partially full)	T3_JOURNAL_HUNTER
journeyman gamekeeper contract	T3_LABOURER_CONTRACT_HIDE
journeyman gamekeeper's journal (empty)	T3_JOURNAL_HIDE_EMPTY
journeyman gamekeeper's journal (full)	T3_JOURNAL_HIDE_FULL
journeyman gamekeeper's journal (partially full)	T3_JOURNAL_HIDE
journeyman gamekeeper's trophy journal (empty)	T3_JOURNAL_TROPHY_HIDE_EMPTY
journeyman gamekeeper's trophy journal (full)	T3_JOURNAL_TROPHY_HIDE_FULL
journeyman gamekeeper's trophy journal (partially full)	T3_JOURNAL_TROPHY_HIDE
journeyman imbuer contract	T3_LABOURER_CONTRACT_MAGE
journeyman imbuer's journal (empty)	T3_JOURNAL_MAGE_EMPTY
journeyman imbuer's journal (full)	T3_JOURNAL_MAGE_FULL
journeyman imbuer's journal (partially full)	T3_JOURNAL_MAGE
journeyman lumberjack contract	T3_LABOURER_CONTRACT_WOOD
journeyman lumberjack's journal (empty)	T3_JOURNAL_WOOD_EMPTY
journeyman lumberjack's journal (full)	T3_JOURNAL_WOOD_FULL
journeyman lumberjack's journal (partially full)	T3_JOURNAL_WOOD
journeyman lumberjack's trophy journal (empty)	T3_JOURNAL_TROPHY_WOOD_EMPTY
journeyman lumberjack's trophy journal (full)	T3_JOURNAL_TROPHY_WOOD_FULL
journeyman lumberjack's trophy journal (partially full)	T3_JOURNAL_TROPHY_WOOD
journeyman mercenary contract	T3_LABOURER_CONTRACT_MERCENARY
journeyman mercenary's journal (empty)	T3_JOURNAL_MERCENARY_EMPTY
journeyman mercenary's journal (full)	T3_JOURNAL_MERCENARY_FULL
journeyman mercenary's journal (partially full)	T3_JOURNAL_MERCENARY
journeyman mercenary's trophy	T3_FURNITUREITEM_TROPHY_MERCENARY
journeyman mercenary's trophy journal (empty)	T3_JOURNAL_TROPHY_MERCENARY_EMPTY
journeyman mercenary's trophy journal (full)	T3_JOURNAL_TROPHY_MERCENARY_FULL
journeyman mercenary's trophy journal (partially full)	T3_JOURNAL_TROPHY_MERCENARY
journeyman prospector contract	T3_LABOURER_CONTRACT_ORE
journeyman prospector's journal (empty)	T3_JOURNAL_ORE_EMPTY
journeyman prospector's journal (full)	T3_JOURNAL_ORE_FULL
journeyman prospector's journal (partially full)	T3_JOURNAL_ORE
journeyman prospector's trophy journal (empty)	T3_JOURNAL_TROPHY_ORE_EMPTY
journeyman prospector's trophy journal (full)	T3_JOURNAL_TROPHY_ORE_FULL
journeyman prospector's trophy journal (partially full)	T3_JOURNAL_TROPHY_ORE
journeyman stonecutter contract	T3_LABOURER_CONTRACT_STONE
journeyman stonecutter's journal (empty)	T3_JOURNAL_STONE_EMPTY
journeyman stonecutter's journal (full)	T3_JOURNAL_STONE_FULL
journeyman stonecutter's journal (partially full)	T3_JOURNAL_STONE
journeyman stonecutter's trophy journal (empty)	T3_JOURNAL_TROPHY_STONE_EMPTY
journeyman stonecutter's trophy journal (full)	T3_JOURNAL_TROPHY_STONE_FULL
journeyman stonecutter's trophy journal (partially full)	T3_JOURNAL_TROPHY_STONE
journeyman tinker contract	T3_LABOURER_CONTRACT_TOOLMAKER
journeyman tinker's journal (empty)	T3_JOURNAL_TOOLMAKER_EMPTY
journeyman tinker's journal (full)	T3_JOURNAL_TOOLMAKER_FULL
journeyman tinker's journal (partially full)	T3_JOURNAL_TOOLMAKER
journeyman's arcane staff	T3_MAIN_ARCANESTAFF
journeyman's axe	T3_2H_TOOL_AXE
journeyman's bag	T3_BAG
journeyman's bag of silver	T3_SILVERBAG_NONTRADABLE
journeyman's battleaxe	T3_MAIN_AXE
journeyman's bed	T3_FURNITUREITEM_BED
journeyman's bow	T3_2H_BOW
journeyman's brawler gloves	T3_2H_KNUCKLES_SET1
journeyman's broadsword	T3_MAIN_SWORD
journeyman's cape	T3_CAPE
journeyman's chest	T3_FURNITUREITEM_CHEST
journeyman's crossbow	T3_2H_CROSSBOW
journeyman's cursed staff	T3_MAIN_CURSEDSTAFF
journeyman's dagger	T3_MAIN_DAGGER
journeyman's dungeon map (solo)	T3_RANDOM_DUNGEON_SOLO_TOKEN_1
journeyman's fire staff	T3_MAIN_FIRESTAFF
journeyman's fishing rod	T3_2H_TOOL_FISHINGROD
journeyman's foal	T3_FARM_HORSE_BABY
journeyman's focus restoration potion	T3_FOCUSPOTION_NONTRADABLE
journeyman's frost staff	T3_MAIN_FROSTSTAFF
journeyman's generalist trophy journal (empty)	T3_JOURNAL_TROPHY_GENERAL_EMPTY
journeyman's generalist trophy journal (full)	T3_JOURNAL_TROPHY_GENERAL_FULL
journeyman's generalist trophy journal (partially full)	T3_JOURNAL_TROPHY_GENERAL
journeyman's hammer	T3_MAIN_HAMMER
journeyman's holy staff	T3_MAIN_HOLYSTAFF
journeyman's horse	T3_FARM_HORSE_GROWN
journeyman's mace	T3_MAIN_MACE
journeyman's mercenary hood	T3_HEAD_LEATHER_SET1
journeyman's mercenary jacket	T3_ARMOR_LEATHER_SET1
journeyman's mercenary shoes	T3_SHOES_LEATHER_SET1
journeyman's nature staff	T3_MAIN_NATURESTAFF
journeyman's ox	T3_FARM_OX_GROWN
journeyman's ox calf	T3_FARM_OX_BABY
journeyman's pickaxe	T3_2H_TOOL_PICK
journeyman's prowling staff	T3_2H_SHAPESHIFTER_SET1
journeyman's quarterstaff	T3_2H_QUARTERSTAFF
journeyman's riding horse	T3_MOUNT_HORSE
journeyman's scholar cowl	T3_HEAD_CLOTH_SET1
journeyman's scholar robe	T3_ARMOR_CLOTH_SET1
journeyman's scholar sandals	T3_SHOES_CLOTH_SET1
journeyman's shield	T3_OFF_SHIELD
journeyman's sickle	T3_2H_TOOL_SICKLE
journeyman's siege hammer	T3_2H_TOOL_SIEGEHAMMER
journeyman's skinning knife	T3_2H_TOOL_KNIFE
journeyman's soldier armor	T3_ARMOR_PLATE_SET1
journeyman's soldier boots	T3_SHOES_PLATE_SET1
journeyman's soldier helmet	T3_HEAD_PLATE_SET1
journeyman's spear	T3_MAIN_SPEAR
journeyman's stone hammer	T3_2H_TOOL_HAMMER
journeyman's table	T3_FURNITUREITEM_TABLE
journeyman's tome of insight	T3_SKILLBOOK_NONTRADABLE
journeyman's tome of learning	T3_LEARNINGPOINTS_NONTRADABLE
journeyman's tome of spells	T3_OFF_BOOK
journeyman's torch	T3_OFF_TORCH
journeyman's tracking toolkit	T3_2H_TOOL_TRACKING
journeyman's transport ox	T3_MOUNT_OX
jousting horse	SKIN_HORSE_GUILDBANNER
keeper altar	UNIQUE_FURNITUREITEM_KEEPER_ALTAR_A
keeper campfire	UNIQUE_FURNITUREITEM_KEEPER_CAMP_FIRE_A
keeper cauldron	UNIQUE_FURNITUREITEM_KEEPER_CAULDRON
keeper ceremonial candle	UNIQUE_FURNITUREITEM_KEEPER_CANDLE_A
keeper challenge chest	UNIQUE_LOOTCHEST_ADC_MAR2019
keeper fire bowl	UNIQUE_FURNITUREITEM_KEEPER_FIREBOWL
keeper flag	UNIQUE_FURNITUREITEM_KEEPER_FLAG_A
keeper horse	SKIN_HORSE_KEEPER
keeper memory - conviction of an ashborn	UNIQUE_UNLOCK_LORE_KEEPER_06
keeper memory - convictions of the unfettered oracle	UNIQUE_UNLOCK_LORE_KEEPER_07
keeper memory - of stars and moon	UNIQUE_UNLOCK_LORE_KEEPER_01
keeper memory - rules are rules	UNIQUE_UNLOCK_LORE_KEEPER_03
keeper memory - shameless or daring	UNIQUE_UNLOCK_LORE_KEEPER_02
keeper memory - the ash of yore	UNIQUE_UNLOCK_LORE_KEEPER_05
keeper memory - the feast of bur	UNIQUE_UNLOCK_LORE_KEEPER_13
keeper memory - visions of an oracle	UNIQUE_UNLOCK_LORE_KEEPER_04
keeper of souls armor	UNIQUE_ARMOR_VANITY_SOULKEEPER
keeper of souls boots	UNIQUE_SHOES_VANITY_SOULKEEPER
keeper of souls cape	UNIQUE_CAPE_VANITY_SOULKEEPER
keeper of souls cowl	UNIQUE_HEAD_VANITY_SOULKEEPER
keeper of souls stag	SKIN_STAG_SOULKEEPER
keeper rock fireplace	UNIQUE_FURNITUREITEM_KEEPER_HEATER
keeper shrine	UNIQUE_FURNITUREITEM_KEEPER_SHRINE_A
keeper star of power	UNIQUE_FURNITUREITEM_KEEPER_STAR_OF_POWER_A
keeper symbol	UNIQUE_FURNITUREITEM_KEEPER_SYMBOL_A
keeper symbol of power	UNIQUE_FURNITUREITEM_KEEPER_SYMBOL_OF_POWER_A
keeper totem	QUESTITEM_TOKEN_KEEPER
kid	T4_FARM_GOAT_BABY
knight adventurer's armor	UNIQUE_ARMOR_VANITY_KNIGHT
knight adventurer's armored horse	SKIN_ARMORED_HORSE_KNIGHT
knight adventurer's boots	UNIQUE_SHOES_VANITY_KNIGHT
knight adventurer's cape	UNIQUE_CAPE_VANITY_KNIGHT
knight adventurer's helmet	UNIQUE_HEAD_VANITY_KNIGHT
knight adventurer's heraldic armor	UNIQUE_ARMOR_VANITY_KNIGHT_GUILD_COLORED
knight adventurer's heraldic armored horse	SKIN_ARMORED_HORSE_KNIGHT_GUILD_COLORED
knight adventurer's heraldic cape	UNIQUE_CAPE_VANITY_KNIGHT_GUILD_COLORED
knight adventurer's heraldic helmet	UNIQUE_HEAD_VANITY_KNIGHT_GUILD_COLORED
knight adventurer's warbanner	UNIQUE_VANITY_2H_BANNER_KNIGHT_GUILD_COLORED
knight challenge chest	UNIQUE_LOOTCHEST_ADC_JUN2019
knight statue	UNIQUE_FURNITUREITEM_KNIGHT_STATUE_A
lamb	T6_FARM_SHEEP_BABY
latrine	PLAYERISLAND_FURNITUREITEM_FARM_LATRINE_A
laughing skull	UNIQUE_HEAD_VANITY_SKELETON
lavish cloth	T6_CLOTH
ledger of truths	T8_FURNITUREITEM_TROPHY_GENERAL
legbones	UNIQUE_SHOES_VANITY_SKELETON
legendary adventurer's armor	UNIQUE_ARMOR_STARTERPACK_LEGENDARY
legendary adventurer's boots	UNIQUE_SHOES_STARTERPACK_LEGENDARY
legendary adventurer's cart	SKIN_OX_CART_STARTERPACK
legendary adventurer's cloak	UNIQUE_CAPE_STARTERPACK_LEGENDARY
legendary adventurer's hat	UNIQUE_HEAD_STARTERPACK_LEGENDARY
legendary adventurer's horse	SKIN_HORSE_STARTERPACK
legendary community chest	UNIQUE_LOOTCHEST_COMMUNITY_LEGENDARY
legendary community treasure	UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_LEGENDARY
legendary explorer's armor	UNIQUE_ARMOR_FOUNDER_LEGENDARY
legendary explorer's boots	UNIQUE_SHOES_FOUNDER_LEGENDARY
legendary explorer's cloak	UNIQUE_CAPE_FOUNDER_LEGENDARY
legendary explorer's hat	UNIQUE_HEAD_FOUNDER_LEGENDARY
legendary explorer's horse	SKIN_HORSE_FOUNDER_LEGENDARY
legendary explorer's ox	SKIN_OX_FOUNDER_LEGENDARY
legendary guild season winner	SKIN_DIREWOLF_GVGSEASON_1ST_03
letter of transfer	QUESTITEM_TRANSFER_LETTER
light founder's certificate	UNIQUE_FURNITUREITEM_LIGHT_FOUNDER_CERTIFICATE
light founder's statue	UNIQUE_FURNITUREITEM_LIGHT_FOUNDER_STATUE
limestone	T2_ROCK
limestone block	T2_STONEBLOCK
limestone fragment	T2_FURNITUREITEM_TROPHY_ROCK
long hedge	PLAYERISLAND_FURNITUREITEM_NOBLE_HEDGE_A
lovely straw hat	UNIQUE_HEAD_VANITY_FARMER_AJ
lowriver crab	T3_FISH_FRESHWATER_STEPPE_RARE
lowriver crab omelette	T3_MEAL_OMELETTE_FISH
lurking shadow	SKIN_DIREWOLF_SHADOW_AJ
luxurious stone bench	PLAYERISLAND_FURNITUREITEM_NOBLE_BENCH_A
luxury cart	SKIN_OX_CART_LUXUS_TELLAFRIEND
lymhurst warbanner	UNIQUE_UNLOCK_VANITY_2H_FW_LYMHURST_BANNER
lynx	SKIN_COUGAR_LYNX_TELLAFRIEND
mage adventurer's armor	UNIQUE_ARMOR_VANITY_MAGE
mage adventurer's armored horse	SKIN_ARMORED_HORSE_MAGE
mage adventurer's boots	UNIQUE_SHOES_VANITY_MAGE
mage adventurer's cape	UNIQUE_CAPE_VANITY_MAGE
mage adventurer's hat	UNIQUE_HEAD_VANITY_MAGE
mage adventurer's heraldic armor	UNIQUE_ARMOR_VANITY_MAGE_GUILD_COLORED
mage adventurer's heraldic armored horse	SKIN_ARMORED_HORSE_MAGE_GUILD_COLORED
mage adventurer's heraldic cape	UNIQUE_CAPE_VANITY_MAGE_GUILD_COLORED
mage adventurer's heraldic hat	UNIQUE_HEAD_VANITY_MAGE_GUILD_COLORED
mage adventurer's spellbook	UNIQUE_VANITY_2H_SPELLBOOK_MAGE
mage statue	UNIQUE_FURNITUREITEM_ADC_STATUE_MAGE_A
magic rune circle	UNIQUE_FURNITUREITEM_ADC_HEALING_CIRCLE_A
magical tome	T3_FURNITUREITEM_TROPHY_GENERAL
magician statue	PLAYERISLAND_FURNITUREITEM_STONE_STATUE_MAGE_B
major acid potion	T7_POTION_ACID
major berserk potion	T8_POTION_BERSERK
major calming potion	T7_POTION_MOB_RESET
major cleansing potion	T7_POTION_CLEANSE2
major energy potion	T6_POTION_ENERGY
major gathering potion	T8_POTION_GATHER
major gigantify potion	T7_POTION_REVIVE
major healing potion	T6_POTION_HEAL
major hellfire potion	T8_POTION_LAVA
major poison potion	T8_POTION_COOLDOWN
major resistance potion	T7_POTION_STONESKIN
major sticky potion	T7_POTION_SLOWFIELD
major tornado in a bottle	T8_POTION_TORNADO
malevolent helmet	UNIQUE_HEAD_VANITY_SHADOW_HELMET_RED_AJ
mammoth calf	T8_FARM_MAMMOTH_BABY
mammoth skin: black market palanquin	UNIQUE_UNLOCK_SKIN_MAMMOTH_WEALTHY_AJ
marble	T8_ROCK
marble block	T8_STONEBLOCK
marble fragment	T8_FURNITUREITEM_TROPHY_ROCK
martlock warbanner	UNIQUE_UNLOCK_VANITY_2H_FW_MARTLOCK_BANNER
master animal skinner tome	T6_SKILLBOOK_GATHER_HIDE
master blacksmith contract	T6_LABOURER_CONTRACT_WARRIOR
master blacksmith's journal (empty)	T6_JOURNAL_WARRIOR_EMPTY
master blacksmith's journal (full)	T6_JOURNAL_WARRIOR_FULL
master blacksmith's journal (partially full)	T6_JOURNAL_WARRIOR
master cropper contract	T6_LABOURER_CONTRACT_FIBER
master cropper's journal (empty)	T6_JOURNAL_FIBER_EMPTY
master cropper's journal (full)	T6_JOURNAL_FIBER_FULL
master cropper's journal (partially full)	T6_JOURNAL_FIBER
master cropper's trophy journal (empty)	T6_JOURNAL_TROPHY_FIBER_EMPTY
master cropper's trophy journal (full)	T6_JOURNAL_TROPHY_FIBER_FULL
master cropper's trophy journal (partially full)	T6_JOURNAL_TROPHY_FIBER
master fiber harvester tome	T6_SKILLBOOK_GATHER_FIBER
master fisherman contract	T6_LABOURER_CONTRACT_FISHERMAN
master fisherman's journal (empty)	T6_JOURNAL_FISHING_EMPTY
master fisherman's journal (full)	T6_JOURNAL_FISHING_FULL
master fisherman's journal (partially full)	T6_JOURNAL_FISHING
master fisherman's trophy journal (empty)	T6_JOURNAL_TROPHY_FISHING_EMPTY
master fisherman's trophy journal (full)	T6_JOURNAL_TROPHY_FISHING_FULL
master fisherman's trophy journal (partially full)	T6_JOURNAL_TROPHY_FISHING
master fletcher contract	T6_LABOURER_CONTRACT_HUNTER
master fletcher's journal (empty)	T6_JOURNAL_HUNTER_EMPTY
master fletcher's journal (full)	T6_JOURNAL_HUNTER_FULL
master fletcher's journal (partially full)	T6_JOURNAL_HUNTER
master gamekeeper contract	T6_LABOURER_CONTRACT_HIDE
master gamekeeper's journal (empty)	T6_JOURNAL_HIDE_EMPTY
master gamekeeper's journal (full)	T6_JOURNAL_HIDE_FULL
master gamekeeper's journal (partially full)	T6_JOURNAL_HIDE
master gamekeeper's trophy journal (empty)	T6_JOURNAL_TROPHY_HIDE_EMPTY
master gamekeeper's trophy journal (full)	T6_JOURNAL_TROPHY_HIDE_FULL
master gamekeeper's trophy journal (partially full)	T6_JOURNAL_TROPHY_HIDE
master imbuer contract	T6_LABOURER_CONTRACT_MAGE
master imbuer's journal (empty)	T6_JOURNAL_MAGE_EMPTY
master imbuer's journal (full)	T6_JOURNAL_MAGE_FULL
master imbuer's journal (partially full)	T6_JOURNAL_MAGE
master lumberjack contract	T6_LABOURER_CONTRACT_WOOD
master lumberjack tome	T6_SKILLBOOK_GATHER_WOOD
master lumberjack's journal (empty)	T6_JOURNAL_WOOD_EMPTY
master lumberjack's journal (full)	T6_JOURNAL_WOOD_FULL
master lumberjack's journal (partially full)	T6_JOURNAL_WOOD
master lumberjack's trophy journal (empty)	T6_JOURNAL_TROPHY_WOOD_EMPTY
master lumberjack's trophy journal (full)	T6_JOURNAL_TROPHY_WOOD_FULL
master lumberjack's trophy journal (partially full)	T6_JOURNAL_TROPHY_WOOD
master mercenary contract	T6_LABOURER_CONTRACT_MERCENARY
master mercenary's journal (empty)	T6_JOURNAL_MERCENARY_EMPTY
master mercenary's journal (full)	T6_JOURNAL_MERCENARY_FULL
master mercenary's journal (partially full)	T6_JOURNAL_MERCENARY
master mercenary's trophy	T6_FURNITUREITEM_TROPHY_MERCENARY
master mercenary's trophy journal (empty)	T6_JOURNAL_TROPHY_MERCENARY_EMPTY
master mercenary's trophy journal (full)	T6_JOURNAL_TROPHY_MERCENARY_FULL
master mercenary's trophy journal (partially full)	T6_JOURNAL_TROPHY_MERCENARY
master of bats cape	UNIQUE_CAPE_TELLAFRIEND_BATRIDER
master of bats helmet	UNIQUE_HEAD_TELLAFRIEND_BATRIDER
master of fists hat	UNIQUE_HEAD_VANITY_MONK_HAT
master of fists heraldic mask	UNIQUE_HEAD_VANITY_MONK_MASK_GUILD_COLORED
master of fists heraldic robes	UNIQUE_ARMOR_VANITY_MONK_GUILD_COLORED
master of fists horse	SKIN_HORSE_MONK
master of fists mask	UNIQUE_HEAD_VANITY_MONK_MASK
master of fists robes	UNIQUE_ARMOR_VANITY_MONK
master of fists sandals	UNIQUE_SHOES_VANITY_MONK
master of fists scroll	UNIQUE_CAPE_VANITY_MONK
master of fists tattoo	UNIQUE_HEAD_VANITY_MONK
master ore miner tome	T6_SKILLBOOK_GATHER_ORE
master prospector contract	T6_LABOURER_CONTRACT_ORE
master prospector's journal (empty)	T6_JOURNAL_ORE_EMPTY
master prospector's journal (full)	T6_JOURNAL_ORE_FULL
master prospector's journal (partially full)	T6_JOURNAL_ORE
master prospector's trophy journal (empty)	T6_JOURNAL_TROPHY_ORE_EMPTY
master prospector's trophy journal (full)	T6_JOURNAL_TROPHY_ORE_FULL
master prospector's trophy journal (partially full)	T6_JOURNAL_TROPHY_ORE
master quarrier tome	T6_SKILLBOOK_GATHER_ROCK
master stonecutter contract	T6_LABOURER_CONTRACT_STONE
master stonecutter's journal (empty)	T6_JOURNAL_STONE_EMPTY
master stonecutter's journal (full)	T6_JOURNAL_STONE_FULL
master stonecutter's journal (partially full)	T6_JOURNAL_STONE
master stonecutter's trophy journal (empty)	T6_JOURNAL_TROPHY_STONE_EMPTY
master stonecutter's trophy journal (full)	T6_JOURNAL_TROPHY_STONE_FULL
master stonecutter's trophy journal (partially full)	T6_JOURNAL_TROPHY_STONE
master tinker contract	T6_LABOURER_CONTRACT_TOOLMAKER
master tinker's journal (empty)	T6_JOURNAL_TOOLMAKER_EMPTY
master tinker's journal (full)	T6_JOURNAL_TOOLMAKER_FULL
master tinker's journal (partially full)	T6_JOURNAL_TOOLMAKER
master's alluring amulet	T6_ARTEFACT_ARMOR_CLOTH_MORGANA
master's alluring bindings	T6_ARTEFACT_SHOES_CLOTH_MORGANA
master's alluring bolts	T6_ARTEFACT_2H_CROSSBOWLARGE_MORGANA
master's alluring crystal	T6_ARTEFACT_OFF_ORB_MORGANA
master's alluring padding	T6_ARTEFACT_HEAD_CLOTH_MORGANA
master's ancient bindings	T6_ARTEFACT_SHOES_PLATE_UNDEAD
master's ancient chain rings	T6_ARTEFACT_ARMOR_PLATE_UNDEAD
master's ancient hammer head	T6_ARTEFACT_2H_HAMMER_UNDEAD
master's ancient padding	T6_ARTEFACT_HEAD_PLATE_UNDEAD
master's ancient shield core	T6_ARTEFACT_OFF_TOWERSHIELD_UNDEAD
master's arcane essence	T6_ESSENCE_POTION
master's arcane staff	T6_MAIN_ARCANESTAFF
master's arclight blasters	T6_2H_DUALCROSSBOW_CRYSTAL
master's arclight crystal	T6_ARTEFACT_2H_DUALCROSSBOW_CRYSTAL
master's arctic staff	T6_2H_FROSTSTAFF_CRYSTAL
master's armor of valor	T6_ARMOR_PLATE_AVALON
master's armored horse	T6_MOUNT_ARMORED_HORSE
master's assassin hood	T6_HEAD_LEATHER_SET3
master's assassin jacket	T6_ARMOR_LEATHER_SET3
master's assassin shoes	T6_SHOES_LEATHER_SET3
master's astral aegis	T6_OFF_SHIELD_AVALON
master's astral staff	T6_2H_ARCANESTAFF_CRYSTAL
master's augured fasteners	T6_ARTEFACT_SHOES_LEATHER_AVALON
master's augured padding	T6_ARTEFACT_HEAD_LEATHER_AVALON
master's augured sash	T6_ARTEFACT_ARMOR_LEATHER_AVALON
master's avalonian axe	T6_2H_TOOL_AXE_AVALON
master's avalonian battle memoir	T6_ARTEFACT_2H_AXE_AVALON
master's avalonian cape	T6_CAPEITEM_AVALON
master's avalonian crest	T6_CAPEITEM_AVALON_BP
master's avalonian fishing rod	T6_2H_TOOL_FISHINGROD_AVALON
master's avalonian pickaxe	T6_2H_TOOL_PICK_AVALON
master's avalonian shard	T6_SHARD_AVALONIAN
master's avalonian sickle	T6_2H_TOOL_SICKLE_AVALON
master's avalonian siege hammer	T6_2H_TOOL_SIEGEHAMMER_AVALON
master's avalonian skinning knife	T6_2H_TOOL_KNIFE_AVALON
master's avalonian stone hammer	T6_2H_TOOL_HAMMER_AVALON
master's axe	T6_2H_TOOL_AXE
master's bag	T6_BAG
master's bag of silver	T6_SILVERBAG_NONTRADABLE
master's battle bracers	T6_2H_KNUCKLES_SET2
master's battleaxe	T6_MAIN_AXE
master's bear paws	T6_2H_DUALAXE_KEEPER
master's bed	T6_FURNITUREITEM_BED
master's bedrock mace	T6_MAIN_ROCKMACE_KEEPER
master's black hands	T6_2H_IRONGAUNTLETS_HELL
master's black leather	T6_ARTEFACT_2H_IRONGAUNTLETS_HELL
master's black monk staff	T6_2H_COMBATSTAFF_MORGANA
master's blazing staff	T6_2H_INFERNOSTAFF_MORGANA
master's blight staff	T6_2H_NATURESTAFF_HELL
master's bloodforged blade	T6_ARTEFACT_MAIN_SCIMITAR_MORGANA
master's bloodforged catalyst	T6_ARTEFACT_2H_CURSEDSTAFF_MORGANA
master's bloodforged spikes	T6_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA
master's bloodletter	T6_MAIN_RAPIER_MORGANA
master's bloodmoon staff	T6_2H_SHAPESHIFTER_MORGANA
master's bloodstained antiquities	T6_ARTEFACT_2H_DAGGER_KATAR_AVALON
master's blueflame crystal	T6_ARTEFACT_OFF_TORCH_CRYSTAL
master's blueflame torch	T6_OFF_TORCH_CRYSTAL
master's boltcasters	T6_2H_DUALCROSSBOW_HELL
master's boots of valor	T6_SHOES_PLATE_AVALON
master's bow	T6_2H_BOW
master's bow of badon	T6_2H_BOW_KEEPER
master's brawler gloves	T6_2H_KNUCKLES_SET1
master's brecilien cape	T6_CAPEITEM_FW_BRECILIEN
master's brecilien crest	T6_CAPEITEM_FW_BRECILIEN_BP
master's bridgewatch cape	T6_CAPEITEM_FW_BRIDGEWATCH
master's bridgewatch crest	T6_CAPEITEM_FW_BRIDGEWATCH_BP
master's bridled fury	T6_2H_DAGGER_KATAR_AVALON
master's brimstone staff	T6_2H_FIRESTAFF_HELL
master's broadsword	T6_MAIN_SWORD
master's broken demonic fang	T6_ARTEFACT_MAIN_DAGGER_HELL
master's broken oaths	T6_ARTEFACT_2H_DUALMACE_AVALON
master's burning orb	T6_ARTEFACT_2H_FIRESTAFF_HELL
master's caerleon cape	T6_CAPEITEM_FW_CAERLEON
master's caerleon crest	T6_CAPEITEM_FW_CAERLEON_BP
master's caitiff shield	T6_OFF_SHIELD_HELL
master's camlann mace	T6_2H_MACE_MORGANA
master's cape	T6_CAPE
master's carrioncaller	T6_2H_HALBERD_MORGANA
master's carved bone	T6_ARTEFACT_2H_BOW_KEEPER
master's carved skull padding	T6_ARTEFACT_HEAD_PLATE_KEEPER
master's carving sword	T6_2H_CLEAVER_HELL
master's celestial censer	T6_OFF_CENSER_AVALON
master's chilled crystalline shard	T6_ARTEFACT_MAIN_FROSTSTAFF_AVALON
master's chillhowl	T6_MAIN_FROSTSTAFF_AVALON
master's clarent blade	T6_MAIN_SCIMITAR_MORGANA
master's claws	T6_2H_CLAWPAIR
master's claymore	T6_2H_CLAYMORE
master's cleric cowl	T6_HEAD_CLOTH_SET2
master's cleric robe	T6_ARMOR_CLOTH_SET2
master's cleric sandals	T6_SHOES_CLOTH_SET2
